timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,symbol,value,quantity,order_type,avg_price,order_status
1773636885443,,SHORT,,74572.1,,,,bybit,BTC,298.29,0.004,,,
1773636608577,,SHORT,,74299.26,,,,binance,BTC,297.19703999999996,0.004,LIMIT,74000.5,FILLED
2026-03-16T04:54:58.720000,BTC,short,0.00369,74360.0,274.39,0xd89815c2...,-6.56,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00349,74358.0,259.51,0xaf898972...,-9.26,hyperliquid,,,,,,
2026-03-16T04:54:55.675000,BTC,short,0.00313,74359.0,232.74,0xb30ab3b5...,-23.32,hyperliquid,,,,,,
2026-03-16T04:54:55.675000,BTC,short,0.00305,74359.0,226.79,0xc3d468c7...,-9.99,hyperliquid,,,,,,
1773636888944,,SHORT,,74593.3,,,,bybit,BTC,223.78,0.003,,,
1773636605205,,SHORT,,74289.7,,,,binance,BTC,222.8691,0.003,LIMIT,74000.1,FILLED
1773636876599,,SHORT,,74157.6,,,,okx,BTC,207.64,0.28,,,
2026-03-16T04:54:55.675000,BTC,short,0.00258,74359.0,191.85,0xe69609de...,-9.77,hyperliquid,,,,,,
1773636857827,,SHORT,,74434.3,,,,okx,BTC,178.64,0.24,,,
2026-03-16T04:54:55.675000,BTC,short,0.00221,74359.0,164.33,0x77a044ad...,-13.73,hyperliquid,,,,,,
1773636881443,,SHORT,,74534.6,,,,bybit,BTC,149.07,0.002,,,
1773636860443,,SHORT,,74515.9,,,,bybit,BTC,149.03,0.002,,,
1773636857444,,SHORT,,74500.1,,,,bybit,BTC,149.0,0.002,,,
1773636855443,,SHORT,,74433.5,,,,bybit,BTC,148.87,0.002,,,
2026-03-16T04:54:58.720000,BTC,short,0.0018,74358.0,133.84,0x2ba19b6f...,-3.18,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00138,74362.0,102.62,0xe4292138...,-3.87,hyperliquid,,,,,,
1773636882362,,SHORT,,74193.7,,,,okx,BTC,89.03,0.12,,,
1773636880944,,SHORT,,74562.5,,,,bybit,BTC,74.56,0.001,,,
1773636860943,,SHORT,,74516.0,,,,bybit,BTC,74.52,0.001,,,
1773636856443,,SHORT,,74485.2,,,,bybit,BTC,74.49,0.001,,,
1773636856944,,SHORT,,74466.7,,,,bybit,BTC,74.47,0.001,,,
1773636855944,,SHORT,,74430.3,,,,bybit,BTC,74.43,0.001,,,
2026-03-16T04:54:58.720000,BTC,short,0.00083,74358.0,61.72,0x090901fc...,-2.18,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00068,74362.0,50.57,0xe4292138...,-1.91,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00068,74361.0,50.57,0xe4292138...,-1.91,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00053,74358.0,39.41,0x7994a41d...,-1.83,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00046,74358.0,34.2,0x5f341c86...,-1.55,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00027,74364.0,20.08,0xe4292138...,-0.76,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00027,74358.0,20.08,0x1fd29021...,-0.53,hyperliquid,,,,,,
2026-03-16T04:54:55.675000,BTC,short,0.00027,74359.0,20.08,0x8ce545ea...,-0.72,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00022,74364.0,16.36,0xe4292138...,-0.62,hyperliquid,,,,,,
1773636613606,,SHORT,,74318.0,,,,okx,BTC,14.86,0.02,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74365.0,12.64,0xe4292138...,-0.48,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74364.0,12.64,0xe4292138...,-0.48,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74363.0,12.64,0xe4292138...,-0.48,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74361.0,12.64,0xe4292138...,-0.48,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74360.0,12.64,0xd89815c2...,-0.3,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00017,74359.0,12.64,0xd89815c2...,-0.3,hyperliquid,,,,,,
2026-03-16T04:54:58.720000,BTC,short,0.00014,74361.0,10.41,0xe4292138...,-0.39,hyperliquid,,,,,,
1773636880633,,SHORT,,74454.5,,,,okx,BTC,7.45,0.01,,,
1773636859386,,SHORT,,74439.6,,,,okx,BTC,7.44,0.01,,,
2026-03-16T04:54:55.675000,BTC,short,7e-05,74359.0,5.21,0x8b166bc2...,-0.05,hyperliquid,,,,,,
